=== Pass1 -> L1.dat ===
Total transactions: 948420
Pass1 time: 0.268 sec
=== Pass2 -> L2.dat ===
Found 1526 frequent pairs
Pass2 time: 1.716 sec
=== Pass3 -> L3.dat ===
Found 1977 frequent triples
Pass3 time: 2.579 sec

=== Association Rules (confidence >= 0.60) ===
{2} => {7}, support=0.1149, confidence=0.6260
{3, 70} => {7}, support=0.0013, confidence=0.9451
{3, 78} => {7}, support=0.0025, confidence=0.9091
{3, 84} => {7}, support=0.0018, confidence=0.9589
{2, 898} => {12}, support=0.0014, confidence=0.7297
{2, 917} => {12}, support=0.0017, confidence=0.8227
{3, 137} => {7}, support=0.0014, confidence=0.9206
{3, 139} => {7}, support=0.0019, confidence=0.8910
{3, 149} => {7}, support=0.0030, confidence=0.9375
{2, 1142} => {7}, support=0.0012, confidence=0.9368
{2, 988} => {12}, support=0.0025, confidence=0.7228
{3, 28} => {12}, support=0.0024, confidence=0.7062
{2, 1145} => {7}, support=0.0013, confidence=0.9313
{3, 41} => {12}, support=0.0010, confidence=0.7137
{3, 216} => {7}, support=0.0014, confidence=0.9068
{3, 219} => {7}, support=0.0036, confidence=0.9037
{3, 65} => {12}, support=0.0015, confidence=0.6610
{3, 70} => {12}, support=0.0011, confidence=0.7827
{3, 78} => {12}, support=0.0020, confidence=0.7361
{3, 84} => {12}, support=0.0015, confidence=0.7693
{3, 137} => {12}, support=0.0011, confidence=0.7301
{3, 139} => {12}, support=0.0014, confidence=0.6873
{3, 149} => {12}, support=0.0025, confidence=0.7856
{3, 317} => {7}, support=0.0011, confidence=0.8656
{2, 1142} => {12}, support=0.0010, confidence=0.7889
{2, 1145} => {12}, support=0.0010, confidence=0.7608
{3, 216} => {12}, support=0.0012, confidence=0.7431
{3, 219} => {12}, support=0.0028, confidence=0.6937
{3, 447} => {7}, support=0.0013, confidence=0.8922
{2, 898} => {28}, support=0.0012, confidence=0.6360
{2, 1645} => {7}, support=0.0011, confidence=0.9385
{2, 660} => {41}, support=0.0010, confidence=0.9316
{4, 8} => {7}, support=0.0267, confidence=0.8188
{4, 12} => {7}, support=0.1343, confidence=0.8788
{4, 13} => {7}, support=0.0011, confidence=0.9313
{4, 15} => {7}, support=0.0031, confidence=0.8505
{4, 22} => {7}, support=0.0015, confidence=0.9108
{4, 26} => {7}, support=0.0022, confidence=0.9298
{4, 28} => {7}, support=0.0205, confidence=0.7833
{4, 29} => {7}, support=0.0026, confidence=0.8950
{4, 33} => {7}, support=0.0029, confidence=0.8810
{4, 41} => {7}, support=0.0074, confidence=0.9008
{4, 8} => {12}, support=0.0196, confidence=0.6020
{4, 46} => {7}, support=0.0013, confidence=0.9316
{4, 47} => {7}, support=0.0016, confidence=0.9034
{4, 50} => {7}, support=0.0031, confidence=0.9321
{4, 57} => {7}, support=0.0032, confidence=0.9363
{4, 29} => {8}, support=0.0025, confidence=0.8703
{4, 33} => {8}, support=0.0028, confidence=0.8419
{4, 65} => {7}, support=0.0136, confidence=0.7801
{4, 70} => {7}, support=0.0070, confidence=0.8790
{4, 72} => {7}, support=0.0017, confidence=0.9433
{4, 78} => {7}, support=0.0138, confidence=0.8375
{4, 84} => {7}, support=0.0101, confidence=0.9089
{4, 86} => {7}, support=0.0025, confidence=0.9540
{4, 87} => {7}, support=0.0024, confidence=0.8919
{4, 88} => {7}, support=0.0047, confidence=0.8707
{4, 90} => {7}, support=0.0015, confidence=0.9364
{4, 91} => {7}, support=0.0044, confidence=0.9337
{4, 86} => {8}, support=0.0025, confidence=0.9463
{4, 87} => {8}, support=0.0022, confidence=0.8034
{4, 88} => {8}, support=0.0046, confidence=0.8501
{4, 136} => {7}, support=0.0043, confidence=0.9348
{4, 137} => {7}, support=0.0072, confidence=0.8663
{4, 139} => {7}, support=0.0107, confidence=0.7894
{4, 143} => {7}, support=0.0011, confidence=0.9016
{4, 149} => {7}, support=0.0194, confidence=0.8956
{4, 156} => {7}, support=0.0019, confidence=0.9114
{4, 15} => {12}, support=0.0023, confidence=0.6312
{2, 72} => {78}, support=0.0011, confidence=0.8365
{4, 22} => {12}, support=0.0012, confidence=0.7416
{4, 26} => {12}, support=0.0018, confidence=0.7304
{4, 29} => {12}, support=0.0020, confidence=0.7060
{4, 33} => {12}, support=0.0022, confidence=0.6865
{4, 41} => {12}, support=0.0057, confidence=0.6891
{4, 46} => {12}, support=0.0011, confidence=0.8182
{4, 47} => {12}, support=0.0013, confidence=0.7421
{4, 50} => {12}, support=0.0026, confidence=0.8008
{4, 206} => {7}, support=0.0056, confidence=0.8738
{4, 57} => {12}, support=0.0027, confidence=0.7810
{4, 216} => {7}, support=0.0065, confidence=0.8374
{4, 219} => {7}, support=0.0250, confidence=0.8378
{4, 70} => {12}, support=0.0056, confidence=0.7018
{4, 72} => {12}, support=0.0015, confidence=0.8048
{4, 230} => {7}, support=0.0017, confidence=0.9359
{4, 231} => {7}, support=0.0011, confidence=0.9049
{4, 78} => {12}, support=0.0106, confidence=0.6452
{4, 84} => {12}, support=0.0076, confidence=0.6883
{4, 86} => {12}, support=0.0018, confidence=0.6991
{4, 87} => {12}, support=0.0018, confidence=0.6454
{4, 88} => {12}, support=0.0036, confidence=0.6716
{4, 90} => {12}, support=0.0013, confidence=0.7892
{4, 91} => {12}, support=0.0037, confidence=0.7905
{4, 247} => {7}, support=0.0021, confidence=0.6435
{4, 248} => {7}, support=0.0011, confidence=0.8359
{4, 255} => {7}, support=0.0019, confidence=0.9317
{4, 256} => {7}, support=0.0017, confidence=0.9547
{4, 260} => {7}, support=0.0013, confidence=0.9193
{4, 261} => {7}, support=0.0011, confidence=0.9171
{4, 266} => {7}, support=0.0020, confidence=0.8666
{4, 270} => {7}, support=0.0046, confidence=0.7467
{4, 274} => {7}, support=0.0043, confidence=0.8395
{4, 277} => {7}, support=0.0011, confidence=0.8444
{4, 279} => {7}, support=0.0053, confidence=0.7454
{4, 282} => {7}, support=0.0013, confidence=0.9169
{4, 291} => {7}, support=0.0024, confidence=0.8949
{4, 136} => {12}, support=0.0036, confidence=0.7950
{4, 137} => {12}, support=0.0056, confidence=0.6641
{4, 266} => {8}, support=0.0018, confidence=0.7703
{4, 304} => {7}, support=0.0053, confidence=0.8349
{4, 149} => {12}, support=0.0158, confidence=0.7299
{4, 277} => {8}, support=0.0011, confidence=0.7938
{4, 156} => {12}, support=0.0016, confidence=0.7528
{4, 315} => {7}, support=0.0041, confidence=0.8589
{4, 317} => {7}, support=0.0078, confidence=0.7582
{4, 322} => {7}, support=0.0027, confidence=0.8690
{4, 322} => {8}, support=0.0024, confidence=0.7962
{4, 358} => {7}, support=0.0011, confidence=0.9123
{4, 359} => {7}, support=0.0010, confidence=0.9211
{4, 206} => {12}, support=0.0042, confidence=0.6584
{4, 362} => {7}, support=0.0023, confidence=0.9159
{4, 365} => {7}, support=0.0024, confidence=0.9304
{4, 216} => {12}, support=0.0051, confidence=0.6656
{4, 219} => {12}, support=0.0185, confidence=0.6176
{4, 379} => {7}, support=0.0038, confidence=0.9105
{4, 380} => {7}, support=0.0017, confidence=0.9180
{4, 230} => {12}, support=0.0014, confidence=0.7551
{4, 255} => {12}, support=0.0016, confidence=0.7897
{4, 256} => {12}, support=0.0014, confidence=0.7894
{4, 260} => {12}, support=0.0011, confidence=0.7836
{4, 266} => {12}, support=0.0016, confidence=0.6820
{4, 424} => {7}, support=0.0025, confidence=0.9444
{4, 274} => {12}, support=0.0033, confidence=0.6420
{4, 435} => {7}, support=0.0011, confidence=0.9130
{4, 436} => {7}, support=0.0011, confidence=0.9093
{4, 282} => {12}, support=0.0010, confidence=0.7221
{4, 439} => {7}, support=0.0049, confidence=0.9522
{4, 291} => {12}, support=0.0019, confidence=0.7138
{4, 447} => {7}, support=0.0064, confidence=0.7811
{4, 453} => {7}, support=0.0011, confidence=0.9323
{4, 304} => {12}, support=0.0041, confidence=0.6492
{4, 315} => {12}, support=0.0032, confidence=0.6696
{4, 471} => {7}, support=0.0012, confidence=0.9463
{4, 474} => {7}, support=0.0010, confidence=0.9129
{4, 322} => {12}, support=0.0021, confidence=0.6827
{4, 492} => {7}, support=0.0014, confidence=0.9288
{4, 493} => {7}, support=0.0020, confidence=0.9102
{4, 495} => {7}, support=0.0020, confidence=0.9090
{4, 497} => {7}, support=0.0012, confidence=0.8658
{4, 500} => {7}, support=0.0013, confidence=0.8298
{4, 505} => {7}, support=0.0035, confidence=0.7939
{4, 507} => {7}, support=0.0018, confidence=0.9669
{4, 513} => {7}, support=0.0025, confidence=0.9229
{4, 515} => {7}, support=0.0013, confidence=0.8694
{4, 362} => {12}, support=0.0020, confidence=0.7957
{4, 365} => {12}, support=0.0019, confidence=0.7614
{4, 522} => {7}, support=0.0013, confidence=0.9288
{4, 523} => {7}, support=0.0010, confidence=0.9175
{4, 532} => {7}, support=0.0011, confidence=0.8934
{4, 379} => {12}, support=0.0029, confidence=0.6928
{4, 535} => {7}, support=0.0013, confidence=0.8895
{4, 380} => {12}, support=0.0015, confidence=0.7629
{4, 541} => {7}, support=0.0013, confidence=0.8981
{2, 86} => {84}, support=0.0010, confidence=0.7635
{4, 569} => {7}, support=0.0015, confidence=0.9407
{4, 574} => {7}, support=0.0015, confidence=0.8823
{4, 424} => {12}, support=0.0022, confidence=0.8283
{4, 585} => {7}, support=0.0019, confidence=0.8663
{4, 439} => {12}, support=0.0042, confidence=0.8301
{4, 599} => {7}, support=0.0011, confidence=0.9139
{2, 86} => {87}, support=0.0011, confidence=0.8500
{2, 87} => {86}, support=0.0011, confidence=0.8335
{4, 471} => {12}, support=0.0011, confidence=0.8347
{4, 632} => {7}, support=0.0016, confidence=0.8329
{4, 633} => {7}, support=0.0020, confidence=0.8421
{4, 634} => {7}, support=0.0023, confidence=0.9109
{4, 641} => {7}, support=0.0025, confidence=0.8312
{4, 645} => {7}, support=0.0022, confidence=0.8550
{4, 492} => {12}, support=0.0011, confidence=0.7786
{4, 493} => {12}, support=0.0016, confidence=0.7644
{4, 495} => {12}, support=0.0017, confidence=0.7619
{4, 660} => {7}, support=0.0016, confidence=0.9069
{4, 507} => {12}, support=0.0016, confidence=0.8761
{4, 663} => {7}, support=0.0027, confidence=0.8954
{4, 666} => {7}, support=0.0013, confidence=0.9138
{4, 668} => {7}, support=0.0032, confidence=0.9039
{4, 513} => {12}, support=0.0021, confidence=0.7771
{4, 515} => {12}, support=0.0011, confidence=0.7286
{4, 671} => {7}, support=0.0022, confidence=0.8728
{4, 522} => {12}, support=0.0012, confidence=0.7929
{4, 678} => {7}, support=0.0011, confidence=0.7917
{4, 679} => {7}, support=0.0015, confidence=0.9062
{4, 29} => {28}, support=0.0019, confidence=0.6537
{4, 33} => {28}, support=0.0021, confidence=0.6316
{4, 687} => {7}, support=0.0011, confidence=0.8872
{4, 541} => {12}, support=0.0011, confidence=0.7442
{4, 50} => {28}, support=0.0024, confidence=0.7243
{4, 29} => {33}, support=0.0027, confidence=0.9211
{4, 33} => {29}, support=0.0027, confidence=0.8177
{4, 569} => {12}, support=0.0013, confidence=0.8591
{4, 574} => {12}, support=0.0012, confidence=0.7203
{4, 738} => {7}, support=0.0054, confidence=0.8483
{4, 739} => {7}, support=0.0011, confidence=0.8728
{4, 88} => {28}, support=0.0035, confidence=0.6444
{4, 585} => {12}, support=0.0013, confidence=0.6187
{4, 748} => {7}, support=0.0015, confidence=0.9165
{4, 763} => {7}, support=0.0013, confidence=0.9143
{4, 778} => {7}, support=0.0011, confidence=0.9023
{4, 632} => {12}, support=0.0012, confidence=0.6501
{4, 633} => {12}, support=0.0015, confidence=0.6486
{4, 634} => {12}, support=0.0018, confidence=0.7276
{4, 641} => {12}, support=0.0019, confidence=0.6291
{4, 645} => {12}, support=0.0017, confidence=0.6504
{4, 660} => {12}, support=0.0012, confidence=0.6933
{4, 663} => {12}, support=0.0021, confidence=0.7077
{4, 666} => {12}, support=0.0010, confidence=0.7202
{4, 668} => {12}, support=0.0026, confidence=0.7436
{4, 671} => {12}, support=0.0017, confidence=0.6787
{4, 679} => {12}, support=0.0013, confidence=0.7464
{4, 867} => {7}, support=0.0010, confidence=0.9109
{4, 738} => {12}, support=0.0041, confidence=0.6453
{4, 898} => {7}, support=0.0036, confidence=0.8703
{4, 748} => {12}, support=0.0012, confidence=0.7380
{4, 917} => {7}, support=0.0025, confidence=0.9165
{4, 763} => {12}, support=0.0011, confidence=0.7606
{4, 898} => {8}, support=0.0035, confidence=0.8474
{4, 935} => {7}, support=0.0018, confidence=0.8485
{4, 935} => {8}, support=0.0017, confidence=0.7594
{5, 8} => {7}, support=0.0046, confidence=0.8189
{4, 322} => {28}, support=0.0021, confidence=0.6755
{5, 12} => {7}, support=0.0229, confidence=0.8778
{4, 988} => {7}, support=0.0046, confidence=0.8904
{5, 28} => {7}, support=0.0035, confidence=0.7916
{4, 994} => {7}, support=0.0022, confidence=0.6659
{5, 41} => {7}, support=0.0013, confidence=0.9124
{5, 8} => {12}, support=0.0034, confidence=0.6010
{4, 1026} => {7}, support=0.0012, confidence=0.9189
{5, 65} => {7}, support=0.0023, confidence=0.7728
{5, 70} => {7}, support=0.0012, confidence=0.8668
{5, 78} => {7}, support=0.0024, confidence=0.8398
{5, 84} => {7}, support=0.0018, confidence=0.9103
{4, 898} => {12}, support=0.0028, confidence=0.6688
{4, 1066} => {7}, support=0.0017, confidence=0.7927
{4, 917} => {12}, support=0.0021, confidence=0.7697
{4, 935} => {12}, support=0.0014, confidence=0.6641
{5, 137} => {7}, support=0.0012, confidence=0.8642
{5, 139} => {7}, support=0.0018, confidence=0.7816
{4, 1102} => {7}, support=0.0012, confidence=0.8586
{5, 149} => {7}, support=0.0033, confidence=0.8939
{4, 1133} => {7}, support=0.0010, confidence=0.9266
{4, 1142} => {7}, support=0.0011, confidence=0.8986
{4, 988} => {12}, support=0.0034, confidence=0.6499
{4, 1145} => {7}, support=0.0018, confidence=0.8757
{5, 216} => {7}, support=0.0010, confidence=0.8311
{5, 219} => {7}, support=0.0043, confidence=0.8296
{5, 78} => {12}, support=0.0018, confidence=0.6509
{5, 84} => {12}, support=0.0014, confidence=0.6939
{4, 1066} => {12}, support=0.0013, confidence=0.6329
{5, 149} => {12}, support=0.0027, confidence=0.7373
{5, 317} => {7}, support=0.0013, confidence=0.7625
{4, 1145} => {12}, support=0.0014, confidence=0.6898
{5, 219} => {12}, support=0.0032, confidence=0.6158
{5, 447} => {7}, support=0.0011, confidence=0.7861
{4, 898} => {28}, support=0.0026, confidence=0.6273
{4, 1645} => {7}, support=0.0015, confidence=0.9111
{4, 660} => {41}, support=0.0016, confidence=0.8962
{4, 666} => {41}, support=0.0013, confidence=0.8809
{4, 1749} => {7}, support=0.0014, confidence=0.8994
{4, 1771} => {7}, support=0.0013, confidence=0.8696
{4, 1645} => {12}, support=0.0012, confidence=0.7262
{4, 1839} => {7}, support=0.0011, confidence=0.9245
{4, 1749} => {12}, support=0.0010, confidence=0.6897
{4, 1771} => {12}, support=0.0011, confidence=0.7257
{6, 12} => {7}, support=0.0017, confidence=0.8809
{4, 1957} => {7}, support=0.0013, confidence=0.8778
{4, 1998} => {7}, support=0.0011, confidence=0.8263
{4, 2025} => {7}, support=0.0011, confidence=0.8790
{4, 72} => {78}, support=0.0015, confidence=0.7934
{4, 2304} => {7}, support=0.0011, confidence=0.8863
{4, 86} => {84}, support=0.0020, confidence=0.7515
{4, 87} => {84}, support=0.0018, confidence=0.6721
{4, 86} => {87}, support=0.0021, confidence=0.8165
{4, 87} => {86}, support=0.0021, confidence=0.7818
{4, 1957} => {28}, support=0.0010, confidence=0.6898
{2, 149} => {219}, support=0.0123, confidence=0.8432
{2, 219} => {149}, support=0.0123, confidence=0.6740
{2, 256} => {149}, support=0.0012, confidence=0.9013
{2, 663} => {137}, support=0.0017, confidence=0.9019
{7, 8} => {12}, support=0.0428, confidence=0.7132
{8, 12} => {7}, support=0.0428, confidence=0.9713
{8, 15} => {7}, support=0.0011, confidence=0.9543
{8, 28} => {7}, support=0.0263, confidence=0.9058
{29} => {7, 8}, support=0.0052, confidence=0.7953
{7, 29} => {8}, support=0.0052, confidence=0.8969
{8, 29} => {7}, support=0.0052, confidence=0.9118
{33} => {7, 8}, support=0.0057, confidence=0.7751
{7, 33} => {8}, support=0.0057, confidence=0.8857
{8, 33} => {7}, support=0.0057, confidence=0.9098
{38} => {7, 8}, support=0.0017, confidence=0.7478
{7, 38} => {8}, support=0.0017, confidence=0.8826
{8, 38} => {7}, support=0.0017, confidence=0.8942
{8, 41} => {7}, support=0.0024, confidence=0.9670
{8, 50} => {7}, support=0.0026, confidence=0.9398
{8, 56} => {7}, support=0.0039, confidence=0.8313
{8, 57} => {7}, support=0.0011, confidence=0.9807
{8, 65} => {7}, support=0.0042, confidence=0.9262
{8, 70} => {7}, support=0.0029, confidence=0.9717
{8, 74} => {7}, support=0.0011, confidence=0.8313
{8, 78} => {7}, support=0.0048, confidence=0.9558
{8, 84} => {7}, support=0.0108, confidence=0.9815
{86} => {7, 8}, support=0.0055, confidence=0.9175
{7, 86} => {8}, support=0.0055, confidence=0.9625
{8, 86} => {7}, support=0.0055, confidence=0.9701
{87} => {7, 8}, support=0.0050, confidence=0.7955
{7, 87} => {8}, support=0.0050, confidence=0.8847
{8, 87} => {7}, support=0.0050, confidence=0.9705
{88} => {7, 8}, support=0.0096, confidence=0.7765
{7, 88} => {8}, support=0.0096, confidence=0.8876
{8, 88} => {7}, support=0.0096, confidence=0.9069
{89} => {7, 8}, support=0.0016, confidence=0.7496
{7, 89} => {8}, support=0.0016, confidence=0.8700
{8, 89} => {7}, support=0.0016, confidence=0.9040
{8, 91} => {7}, support=0.0016, confidence=0.9847
{8, 136} => {7}, support=0.0016, confidence=0.9783
{8, 137} => {7}, support=0.0027, confidence=0.9518
{13} => {7, 12}, support=0.0023, confidence=0.8053
{7, 13} => {12}, support=0.0023, confidence=0.8651
{12, 13} => {7}, support=0.0023, confidence=0.9945
{8, 139} => {7}, support=0.0043, confidence=0.9316
{15} => {7, 12}, support=0.0051, confidence=0.6187
{7, 15} => {12}, support=0.0051, confidence=0.7257
{12, 15} => {7}, support=0.0051, confidence=0.9775
{12, 19} => {7}, support=0.0017, confidence=0.8841
{21} => {7, 12}, support=0.0014, confidence=0.7620
{7, 21} => {12}, support=0.0014, confidence=0.8253
{12, 21} => {7}, support=0.0014, confidence=0.9942
{22} => {7, 12}, support=0.0027, confidence=0.7343
{7, 22} => {12}, support=0.0027, confidence=0.8073
{12, 22} => {7}, support=0.0027, confidence=0.9886
{8, 149} => {7}, support=0.0069, confidence=0.9674
{26} => {7, 12}, support=0.0041, confidence=0.7380
{7, 26} => {12}, support=0.0041, confidence=0.7935
{12, 26} => {7}, support=0.0041, confidence=0.9909
{7, 28} => {12}, support=0.0322, confidence=0.6993
{12, 28} => {7}, support=0.0322, confidence=0.9639
{29} => {7, 12}, support=0.0045, confidence=0.6808
{7, 29} => {12}, support=0.0045, confidence=0.7677
{12, 29} => {7}, support=0.0045, confidence=0.9851
{33} => {7, 12}, support=0.0049, confidence=0.6654
{7, 33} => {12}, support=0.0049, confidence=0.7603
{12, 33} => {7}, support=0.0049, confidence=0.9839
{38} => {7, 12}, support=0.0015, confidence=0.6616
{7, 38} => {12}, support=0.0015, confidence=0.7808
{12, 38} => {7}, support=0.0015, confidence=0.9810
{40} => {7, 12}, support=0.0017, confidence=0.6683
{7, 40} => {12}, support=0.0017, confidence=0.7723
{12, 40} => {7}, support=0.0017, confidence=0.9830
{41} => {7, 12}, support=0.0128, confidence=0.6799
{7, 41} => {12}, support=0.0128, confidence=0.7553
{12, 41} => {7}, support=0.0128, confidence=0.9870
{42} => {7, 12}, support=0.0017, confidence=0.7340
{7, 42} => {12}, support=0.0017, confidence=0.8066
{12, 42} => {7}, support=0.0017, confidence=0.9914
{46} => {7, 12}, support=0.0027, confidence=0.8262
{7, 46} => {12}, support=0.0027, confidence=0.8889
{12, 46} => {7}, support=0.0027, confidence=0.9904
{47} => {7, 12}, support=0.0031, confidence=0.7408
{7, 47} => {12}, support=0.0031, confidence=0.8156
{12, 47} => {7}, support=0.0031, confidence=0.9864
{50} => {7, 12}, support=0.0060, confidence=0.7935
{7, 50} => {12}, support=0.0060, confidence=0.8468
{12, 50} => {7}, support=0.0060, confidence=0.9932
{12, 56} => {7}, support=0.0196, confidence=0.8863
{57} => {7, 12}, support=0.0062, confidence=0.7775
{7, 57} => {12}, support=0.0062, confidence=0.8320
{12, 57} => {7}, support=0.0062, confidence=0.9912
{7, 65} => {12}, support=0.0214, confidence=0.6908
{12, 65} => {7}, support=0.0214, confidence=0.9621
{70} => {7, 12}, support=0.0123, confidence=0.6841
{7, 70} => {12}, support=0.0123, confidence=0.7831
{12, 70} => {7}, support=0.0123, confidence=0.9826
{72} => {7, 12}, support=0.0033, confidence=0.7910
{7, 72} => {12}, support=0.0033, confidence=0.8409
{12, 72} => {7}, support=0.0033, confidence=0.9941
{12, 74} => {7}, support=0.0058, confidence=0.8911
{78} => {7, 12}, support=0.0231, confidence=0.6283
{7, 78} => {12}, support=0.0231, confidence=0.7524
{12, 78} => {7}, support=0.0231, confidence=0.9744
{7, 79} => {12}, support=0.0010, confidence=0.7007
{12, 79} => {7}, support=0.0010, confidence=0.9641
{205} => {7, 8}, support=0.0014, confidence=0.7062
{7, 205} => {8}, support=0.0014, confidence=0.8147
{8, 205} => {7}, support=0.0014, confidence=0.9010
{7, 206} => {8}, support=0.0078, confidence=0.6067
{8, 206} => {7}, support=0.0078, confidence=0.9103
{84} => {7, 12}, support=0.0173, confidence=0.6808
{7, 84} => {12}, support=0.0173, confidence=0.7492
{12, 84} => {7}, support=0.0173, confidence=0.9884
{86} => {7, 12}, support=0.0042, confidence=0.6870
{7, 86} => {12}, support=0.0042, confidence=0.7207
{12, 86} => {7}, support=0.0042, confidence=0.9947
{87} => {7, 12}, support=0.0040, confidence=0.6395
{7, 87} => {12}, support=0.0040, confidence=0.7113
{12, 87} => {7}, support=0.0040, confidence=0.9864
{212} => {7, 8}, support=0.0020, confidence=0.7585
{7, 212} => {8}, support=0.0020, confidence=0.8778
{8, 212} => {7}, support=0.0020, confidence=0.9053
{88} => {7, 12}, support=0.0081, confidence=0.6563
{7, 88} => {12}, support=0.0081, confidence=0.7502
{12, 88} => {7}, support=0.0081, confidence=0.9838
{213} => {7, 8}, support=0.0016, confidence=0.7169
{7, 213} => {8}, support=0.0016, confidence=0.8342
{8, 213} => {7}, support=0.0016, confidence=0.9093
{89} => {7, 12}, support=0.0013, confidence=0.6232
{7, 89} => {12}, support=0.0013, confidence=0.7233
{12, 89} => {7}, support=0.0013, confidence=0.9736
{90} => {7, 12}, support=0.0030, confidence=0.7789
{7, 90} => {12}, support=0.0030, confidence=0.8320
{12, 90} => {7}, support=0.0030, confidence=0.9926
{91} => {7, 12}, support=0.0086, confidence=0.7792
{7, 91} => {12}, support=0.0086, confidence=0.8349
{12, 91} => {7}, support=0.0086, confidence=0.9923
{8, 216} => {7}, support=0.0029, confidence=0.9526
{12, 92} => {7}, support=0.0033, confidence=0.8804
{8, 219} => {7}, support=0.0084, confidence=0.9490
{103} => {7, 12}, support=0.0010, confidence=0.7143
{7, 103} => {12}, support=0.0010, confidence=0.7951
{12, 103} => {7}, support=0.0010, confidence=0.9898
{107} => {7, 12}, support=0.0010, confidence=0.6896
{7, 107} => {12}, support=0.0010, confidence=0.7834
{12, 107} => {7}, support=0.0010, confidence=0.9865
{119} => {7, 12}, support=0.0011, confidence=0.7008
{7, 119} => {12}, support=0.0011, confidence=0.7812
{12, 119} => {7}, support=0.0011, confidence=0.9853
{132} => {7, 12}, support=0.0012, confidence=0.7331
{7, 132} => {12}, support=0.0012, confidence=0.8145
{12, 132} => {7}, support=0.0012, confidence=0.9881
{136} => {7, 12}, support=0.0083, confidence=0.7967
{7, 136} => {12}, support=0.0083, confidence=0.8488
{12, 136} => {7}, support=0.0083, confidence=0.9914
{137} => {7, 12}, support=0.0123, confidence=0.6510
{7, 137} => {12}, support=0.0123, confidence=0.7543
{12, 137} => {7}, support=0.0123, confidence=0.9791
{7, 139} => {12}, support=0.0164, confidence=0.6820
{12, 139} => {7}, support=0.0164, confidence=0.9658
{140} => {7, 12}, support=0.0011, confidence=0.7601
{7, 140} => {12}, support=0.0011, confidence=0.8232
{12, 140} => {7}, support=0.0011, confidence=0.9954
{266} => {7, 8}, support=0.0037, confidence=0.6973
{7, 266} => {8}, support=0.0037, confidence=0.8037
{8, 266} => {7}, support=0.0037, confidence=0.9128
{143} => {7, 12}, support=0.0021, confidence=0.7095
{7, 143} => {12}, support=0.0021, confidence=0.7878
{12, 143} => {7}, support=0.0021, confidence=0.9848
{8, 270} => {7}, support=0.0014, confidence=0.9168
{12, 146} => {7}, support=0.0024, confidence=0.9124
{149} => {7, 12}, support=0.0359, confidence=0.7177
{7, 149} => {12}, support=0.0359, confidence=0.8020
{12, 149} => {7}, support=0.0359, confidence=0.9855
{8, 274} => {7}, support=0.0013, confidence=0.9540
{152} => {7, 12}, support=0.0014, confidence=0.6964
{7, 152} => {12}, support=0.0014, confidence=0.7819
{12, 152} => {7}, support=0.0014, confidence=0.9813
{277} => {7, 8}, support=0.0022, confidence=0.7213
{7, 277} => {8}, support=0.0022, confidence=0.8560
{8, 277} => {7}, support=0.0022, confidence=0.9064
{12, 153} => {7}, support=0.0017, confidence=0.8677
{8, 279} => {7}, support=0.0065, confidence=0.9023
{155} => {7, 12}, support=0.0012, confidence=0.7497
{7, 155} => {12}, support=0.0012, confidence=0.8204
{12, 155} => {7}, support=0.0012, confidence=0.9850
{156} => {7, 12}, support=0.0036, confidence=0.7508
{7, 156} => {12}, support=0.0036, confidence=0.8186
{12, 156} => {7}, support=0.0036, confidence=0.9889
{15, 65} => {7}, support=0.0027, confidence=0.9558
{159} => {7, 12}, support=0.0015, confidence=0.7458
{7, 159} => {12}, support=0.0015, confidence=0.8054
{12, 159} => {7}, support=0.0015, confidence=0.9892
{162} => {7, 12}, support=0.0011, confidence=0.7160
{7, 162} => {12}, support=0.0011, confidence=0.7732
{12, 162} => {7}, support=0.0011, confidence=0.9936
{8, 295} => {7}, support=0.0019, confidence=0.8153
{8, 304} => {7}, support=0.0016, confidence=0.9495
{8, 315} => {7}, support=0.0013, confidence=0.9471
{8, 317} => {7}, support=0.0023, confidence=0.9158
{322} => {7, 8}, support=0.0050, confidence=0.7289
{7, 322} => {8}, support=0.0050, confidence=0.8387
{8, 322} => {7}, support=0.0050, confidence=0.9099
{205} => {7, 12}, support=0.0013, confidence=0.6505
{7, 205} => {12}, support=0.0013, confidence=0.7505
{12, 205} => {7}, support=0.0013, confidence=0.9827
{206} => {7, 12}, support=0.0095, confidence=0.6508
{7, 206} => {12}, support=0.0095, confidence=0.7422
{12, 206} => {7}, support=0.0095, confidence=0.9833
{212} => {7, 12}, support=0.0017, confidence=0.6377
{7, 212} => {12}, support=0.0017, confidence=0.7380
{12, 212} => {7}, support=0.0017, confidence=0.9786
{213} => {7, 12}, support=0.0014, confidence=0.6638
{7, 213} => {12}, support=0.0014, confidence=0.7723
{12, 213} => {7}, support=0.0014, confidence=0.9892
{216} => {7, 12}, support=0.0112, confidence=0.6442
{7, 216} => {12}, support=0.0112, confidence=0.7683
{12, 216} => {7}, support=0.0112, confidence=0.9785
{7, 219} => {12}, support=0.0411, confidence=0.7182
{12, 219} => {7}, support=0.0411, confidence=0.9751
{221} => {7, 12}, support=0.0016, confidence=0.7499
{7, 221} => {12}, support=0.0016, confidence=0.8259
{12, 221} => {7}, support=0.0016, confidence=0.9946
{222} => {7, 12}, support=0.0012, confidence=0.7729
{7, 222} => {12}, support=0.0012, confidence=0.8354
{12, 222} => {7}, support=0.0012, confidence=0.9872
{230} => {7, 12}, support=0.0032, confidence=0.7356
