=== Pass1 -> L1.dat ===
Total transactions: 100000
Pass1 time: 0.043 sec
=== Pass2 -> L2.dat ===
Found 8831 frequent pairs
Pass2 time: 0.952 sec
=== Pass3 -> L3.dat ===
Found 7130 frequent triples
Pass3 time: 0.675 sec

=== Association Rules (confidence >= 0.60) ===
{15} => {161}, support=0.0019, confidence=0.9442
{478, 741} => {441}, support=0.0017, confidence=0.8300
{29, 347} => {736}, support=0.0030, confidence=0.9033
{29, 736} => {347}, support=0.0030, confidence=0.9403
{347, 736} => {29}, support=0.0030, confidence=0.9144
{29, 347} => {743}, support=0.0030, confidence=0.9154
{29, 743} => {347}, support=0.0030, confidence=0.9712
{347, 743} => {29}, support=0.0030, confidence=0.9266
{29, 662} => {350}, support=0.0016, confidence=0.9075
{350, 662} => {29}, support=0.0016, confidence=0.7929
{38, 759} => {69}, support=0.0018, confidence=0.8502
{69, 759} => {38}, support=0.0018, confidence=0.8302
{29, 347} => {810}, support=0.0030, confidence=0.9124
{29, 810} => {347}, support=0.0030, confidence=0.9264
{347, 810} => {29}, support=0.0030, confidence=0.8412
{439, 541} => {791}, support=0.0028, confidence=0.8528
{439, 791} => {541}, support=0.0028, confidence=0.8882
{541, 791} => {439}, support=0.0028, confidence=0.9586
{23, 541} => {617}, support=0.0020, confidence=0.9309
{23, 617} => {541}, support=0.0020, confidence=0.9309
{541, 617} => {23}, support=0.0020, confidence=0.9266
{483} => {441, 741}, support=0.0021, confidence=0.7057
{441, 483} => {741}, support=0.0021, confidence=0.9295
{441, 741} => {483}, support=0.0021, confidence=0.8719
{483, 741} => {441}, support=0.0021, confidence=0.9295
{844, 886} => {982}, support=0.0011, confidence=0.7931
{844, 982} => {886}, support=0.0011, confidence=0.8456
{886, 982} => {844}, support=0.0011, confidence=0.8099
{23, 541} => {707}, support=0.0020, confidence=0.9217
{23, 707} => {541}, support=0.0020, confidence=0.9091
{541, 707} => {23}, support=0.0020, confidence=0.8696
{33, 449} => {240}, support=0.0015, confidence=0.8268
{240, 449} => {33}, support=0.0015, confidence=0.8087
{437, 612} => {687}, support=0.0011, confidence=0.9274
{437, 687} => {612}, support=0.0011, confidence=0.9055
{612, 687} => {437}, support=0.0011, confidence=0.8273
{439, 541} => {967}, support=0.0029, confidence=0.8834
{541, 967} => {439}, support=0.0029, confidence=0.9172
{34, 194} => {934}, support=0.0010, confidence=0.8455
{34, 934} => {194}, support=0.0010, confidence=0.8814
{194, 934} => {34}, support=0.0010, confidence=0.9043
{39, 58} => {363}, support=0.0046, confidence=0.9212
{39, 363} => {58}, support=0.0046, confidence=0.7391
{58, 363} => {39}, support=0.0046, confidence=0.8476
{235, 420} => {798}, support=0.0022, confidence=0.8000
{235, 798} => {420}, support=0.0022, confidence=0.8640
{441, 495} => {518}, support=0.0035, confidence=0.8613
{441, 518} => {495}, support=0.0035, confidence=0.9316
{495, 518} => {441}, support=0.0035, confidence=0.8962
{33, 541} => {240}, support=0.0015, confidence=0.8506
{240, 541} => {33}, support=0.0015, confidence=0.7291
{230, 582} => {632}, support=0.0037, confidence=0.8512
{230, 632} => {582}, support=0.0037, confidence=0.8971
{582, 632} => {230}, support=0.0037, confidence=0.6310
{34, 218} => {284}, support=0.0079, confidence=0.9308
{34, 284} => {218}, support=0.0079, confidence=0.9385
{218, 284} => {34}, support=0.0079, confidence=0.8564
{235, 420} => {905}, support=0.0021, confidence=0.7667
{235, 905} => {420}, support=0.0021, confidence=0.9241
{420, 905} => {235}, support=0.0021, confidence=0.8661
{34, 218} => {347}, support=0.0080, confidence=0.9413
{34, 347} => {218}, support=0.0080, confidence=0.9502
{218, 347} => {34}, support=0.0080, confidence=0.6003
{648} => {441, 495}, support=0.0036, confidence=0.6461
{441, 495} => {648}, support=0.0036, confidence=0.8662
{441, 648} => {495}, support=0.0036, confidence=0.9622
{495, 648} => {441}, support=0.0036, confidence=0.8496
{240, 279} => {521}, support=0.0028, confidence=0.9088
{240, 521} => {279}, support=0.0028, confidence=0.9621
{279, 521} => {240}, support=0.0028, confidence=0.9362
{33, 675} => {240}, support=0.0015, confidence=0.7156
{240, 675} => {33}, support=0.0015, confidence=0.6138
{230, 582} => {759}, support=0.0039, confidence=0.9047
{230, 759} => {582}, support=0.0039, confidence=0.7539
{582, 759} => {230}, support=0.0039, confidence=0.8644
{439, 549} => {989}, support=0.0020, confidence=0.6888
{439, 989} => {549}, support=0.0020, confidence=0.7880
{549, 989} => {439}, support=0.0020, confidence=0.7849
{39, 58} => {612}, support=0.0044, confidence=0.8990
{39, 612} => {58}, support=0.0044, confidence=0.9156
{58, 612} => {39}, support=0.0044, confidence=0.9194
{440, 524} => {816}, support=0.0011, confidence=0.8898
{440, 816} => {524}, support=0.0011, confidence=0.9262
{524, 816} => {440}, support=0.0011, confidence=0.8433
{439, 564} => {568}, support=0.0016, confidence=0.7524
{439, 568} => {564}, support=0.0016, confidence=0.7418
{564, 568} => {439}, support=0.0016, confidence=0.8729
{516} => {34, 218}, support=0.0079, confidence=0.6767
{34, 218} => {516}, support=0.0079, confidence=0.9261
{34, 516} => {218}, support=0.0079, confidence=0.9575
{218, 516} => {34}, support=0.0079, confidence=0.9359
{39, 72} => {253}, support=0.0039, confidence=0.8725
{39, 253} => {72}, support=0.0039, confidence=0.9630
{72, 253} => {39}, support=0.0039, confidence=0.9375
{440, 524} => {901}, support=0.0011, confidence=0.9055
{440, 901} => {524}, support=0.0011, confidence=0.9504
{524, 901} => {440}, support=0.0011, confidence=0.8915
{39, 72} => {284}, support=0.0040, confidence=0.8949
{39, 284} => {72}, support=0.0040, confidence=0.8850
{72, 284} => {39}, support=0.0040, confidence=0.8439
{441, 495} => {884}, support=0.0035, confidence=0.8564
{441, 884} => {495}, support=0.0035, confidence=0.8205
{441, 495} => {894}, support=0.0035, confidence=0.8418
{441, 894} => {495}, support=0.0035, confidence=0.9227
{495, 894} => {441}, support=0.0035, confidence=0.6049
{33, 888} => {240}, support=0.0015, confidence=0.7277
{240, 888} => {33}, support=0.0015, confidence=0.6743
{240, 279} => {776}, support=0.0029, confidence=0.9446
{240, 776} => {279}, support=0.0029, confidence=0.8033
{279, 776} => {240}, support=0.0029, confidence=0.9062
{240, 915} => {33}, support=0.0015, confidence=0.6218
{36, 152} => {786}, support=0.0010, confidence=0.6954
{36, 786} => {152}, support=0.0010, confidence=0.8333
{152, 786} => {36}, support=0.0010, confidence=0.8468
{823} => {240, 279}, support=0.0028, confidence=0.7893
{240, 279} => {823}, support=0.0028, confidence=0.9153
{240, 823} => {279}, support=0.0028, confidence=0.9623
{279, 823} => {240}, support=0.0028, confidence=0.9305
{240, 279} => {833}, support=0.0029, confidence=0.9349
{240, 833} => {279}, support=0.0029, confidence=0.9025
{279, 833} => {240}, support=0.0029, confidence=0.9228
{441, 495} => {983}, support=0.0035, confidence=0.8443
{441, 983} => {495}, support=0.0035, confidence=0.9378
{495, 983} => {441}, support=0.0035, confidence=0.8632
{39, 58} => {919}, support=0.0045, confidence=0.9131
{39, 919} => {58}, support=0.0045, confidence=0.8933
{58, 919} => {39}, support=0.0045, confidence=0.8968
{241, 263} => {471}, support=0.0029, confidence=0.9795
{241, 471} => {263}, support=0.0029, confidence=0.9111
{263, 471} => {241}, support=0.0029, confidence=0.9829
{180} => {38, 114}, support=0.0022, confidence=0.9325
{38, 114} => {180}, support=0.0022, confidence=0.9526
{38, 180} => {114}, support=0.0022, confidence=0.9779
{114, 180} => {38}, support=0.0022, confidence=0.9526
{39, 72} => {527}, support=0.0040, confidence=0.9016
{39, 527} => {72}, support=0.0040, confidence=0.9180
{72, 527} => {39}, support=0.0040, confidence=0.8630
{40, 44} => {441}, support=0.0012, confidence=0.7052
{40, 441} => {44}, support=0.0012, confidence=0.7394
{240, 279} => {971}, support=0.0028, confidence=0.9218
{240, 971} => {279}, support=0.0028, confidence=0.8956
{279, 971} => {240}, support=0.0028, confidence=0.9159
{18, 712} => {945}, support=0.0013, confidence=0.9301
{18, 945} => {712}, support=0.0013, confidence=0.7600
{712, 945} => {18}, support=0.0013, confidence=0.8636
{38, 114} => {266}, support=0.0022, confidence=0.9267
{38, 266} => {114}, support=0.0022, confidence=0.9348
{114, 266} => {38}, support=0.0022, confidence=0.9513
{241, 263} => {598}, support=0.0029, confidence=0.9727
{241, 598} => {263}, support=0.0029, confidence=0.9076
{263, 598} => {241}, support=0.0029, confidence=0.9828
{38, 114} => {378}, support=0.0022, confidence=0.9612
{38, 378} => {114}, support=0.0022, confidence=0.9370
{114, 378} => {38}, support=0.0022, confidence=0.9449
{241, 275} => {329}, support=0.0024, confidence=0.9004
{241, 329} => {275}, support=0.0024, confidence=0.9553
{275, 329} => {241}, support=0.0024, confidence=0.8868
{38, 114} => {412}, support=0.0022, confidence=0.9612
{38, 412} => {114}, support=0.0022, confidence=0.9292
{114, 412} => {38}, support=0.0022, confidence=0.9449
{38, 114} => {416}, support=0.0022, confidence=0.9483
{38, 416} => {114}, support=0.0022, confidence=0.9607
{114, 416} => {38}, support=0.0022, confidence=0.9607
{648} => {441, 518}, support=0.0036, confidence=0.6461
{441, 518} => {648}, support=0.0036, confidence=0.9368
{441, 648} => {518}, support=0.0036, confidence=0.9622
{518, 648} => {441}, support=0.0036, confidence=0.9468
{226, 723} => {949}, support=0.0018, confidence=0.8894
{226, 949} => {723}, support=0.0018, confidence=0.9124
{241, 275} => {449}, support=0.0023, confidence=0.8889
{241, 449} => {275}, support=0.0023, confidence=0.9206
{275, 449} => {241}, support=0.0023, confidence=0.8000
{430, 854} => {884}, support=0.0016, confidence=0.8852
{430, 884} => {854}, support=0.0016, confidence=0.7751
{32, 305} => {388}, support=0.0011, confidence=0.9098
{32, 388} => {305}, support=0.0011, confidence=0.7500
{305, 388} => {32}, support=0.0011, confidence=0.9174
{430, 854} => {911}, support=0.0016, confidence=0.8525
{430, 911} => {854}, support=0.0016, confidence=0.8715
{854, 911} => {430}, support=0.0016, confidence=0.8298
{33, 277} => {326}, support=0.0014, confidence=0.6106
{33, 326} => {277}, support=0.0014, confidence=0.7797
{277, 326} => {33}, support=0.0014, confidence=0.8571
{39, 83} => {599}, support=0.0011, confidence=0.8976
{83, 599} => {39}, support=0.0011, confidence=0.8976
{241, 275} => {539}, support=0.0024, confidence=0.9234
{241, 539} => {275}, support=0.0024, confidence=0.7675
{275, 539} => {241}, support=0.0024, confidence=0.7484
{29, 401} => {420}, support=0.0011, confidence=0.9262
{29, 420} => {401}, support=0.0011, confidence=0.6608
{401, 420} => {29}, support=0.0011, confidence=0.8129
{844, 926} => {949}, support=0.0019, confidence=0.9796
{844, 949} => {926}, support=0.0019, confidence=0.9552
{926, 949} => {844}, support=0.0019, confidence=0.9505
{441, 518} => {884}, support=0.0035, confidence=0.9263
{441, 884} => {518}, support=0.0035, confidence=0.8205
{518, 884} => {441}, support=0.0035, confidence=0.8957
{441, 518} => {894}, support=0.0034, confidence=0.9079
{441, 894} => {518}, support=0.0034, confidence=0.9200
{518, 894} => {441}, support=0.0034, confidence=0.9401
{277, 471} => {33}, support=0.0013, confidence=0.6552
{277, 527} => {33}, support=0.0013, confidence=0.6683
{441, 518} => {983}, support=0.0034, confidence=0.9053
{441, 983} => {518}, support=0.0034, confidence=0.9297
{518, 983} => {441}, support=0.0034, confidence=0.9399
{232, 549} => {896}, support=0.0016, confidence=0.9368
{232, 896} => {549}, support=0.0016, confidence=0.9106
{549, 896} => {232}, support=0.0016, confidence=0.7056
{33, 276} => {606}, support=0.0016, confidence=0.7933
{33, 606} => {276}, support=0.0016, confidence=0.7237
{276, 606} => {33}, support=0.0016, confidence=0.6298
{467} => {27, 487}, support=0.0013, confidence=0.6132
{27, 467} => {487}, support=0.0013, confidence=0.9559
{27, 487} => {467}, support=0.0013, confidence=0.9559
{467, 487} => {27}, support=0.0013, confidence=0.9155
{241, 275} => {835}, support=0.0024, confidence=0.9119
{241, 835} => {275}, support=0.0024, confidence=0.9370
{275, 835} => {241}, support=0.0024, confidence=0.8815
{29, 401} => {666}, support=0.0011, confidence=0.9262
{29, 666} => {401}, support=0.0011, confidence=0.8760
{401, 666} => {29}, support=0.0011, confidence=0.9339
{436, 683} => {804}, support=0.0013, confidence=0.9343
{683, 804} => {436}, support=0.0013, confidence=0.6809
{39, 83} => {923}, support=0.0011, confidence=0.8898
{39, 923} => {83}, support=0.0011, confidence=0.8014
{83, 923} => {39}, support=0.0011, confidence=0.9339
{33, 276} => {711}, support=0.0016, confidence=0.7548
{33, 711} => {276}, support=0.0016, confidence=0.8351
{276, 711} => {33}, support=0.0016, confidence=0.6280
{228, 675} => {947}, support=0.0014, confidence=0.7569
{228, 947} => {675}, support=0.0014, confidence=0.8726
{675, 947} => {228}, support=0.0014, confidence=0.6284
{32, 305} => {790}, support=0.0011, confidence=0.9180
{32, 790} => {305}, support=0.0011, confidence=0.6222
{305, 790} => {32}, support=0.0011, confidence=0.8485
{228, 675} => {965}, support=0.0013, confidence=0.7403
{228, 965} => {675}, support=0.0013, confidence=0.8221
{675, 965} => {228}, support=0.0013, confidence=0.7791
{436, 683} => {831}, support=0.0013, confidence=0.9124
{436, 831} => {683}, support=0.0013, confidence=0.9191
{683, 831} => {436}, support=0.0013, confidence=0.8446
{32, 305} => {799}, support=0.0011, confidence=0.9262
{32, 799} => {305}, support=0.0011, confidence=0.7386
{305, 799} => {32}, support=0.0011, confidence=0.8828
{22, 612} => {919}, support=0.0045, confidence=0.9221
{22, 919} => {612}, support=0.0045, confidence=0.8806
{612, 919} => {22}, support=0.0045, confidence=0.9146
{39, 83} => {993}, support=0.0011, confidence=0.8504
{39, 993} => {83}, support=0.0011, confidence=0.7660
{83, 993} => {39}, support=0.0011, confidence=0.9310
{32, 305} => {838}, support=0.0011, confidence=0.8852
{32, 838} => {305}, support=0.0011, confidence=0.8780
{305, 838} => {32}, support=0.0011, confidence=0.9558
{32, 305} => {844}, support=0.0011, confidence=0.9180
{32, 844} => {305}, support=0.0011, confidence=0.7887
{305, 844} => {32}, support=0.0011, confidence=0.9256
{28, 441} => {495}, support=0.0035, confidence=0.9239
{28, 495} => {441}, support=0.0035, confidence=0.8361
{441, 495} => {28}, support=0.0035, confidence=0.8564
{29, 401} => {794}, support=0.0012, confidence=0.9508
{29, 794} => {401}, support=0.0012, confidence=0.8345
{401, 794} => {29}, support=0.0012, confidence=0.8593
{28, 441} => {518}, support=0.0036, confidence=0.9318
{28, 518} => {441}, support=0.0036, confidence=0.9342
{441, 518} => {28}, support=0.0036, confidence=0.9342
{34, 242} => {934}, support=0.0011, confidence=0.8730
{34, 934} => {242}, support=0.0011, confidence=0.9322
{242, 934} => {34}, support=0.0011, confidence=0.9322
{436, 683} => {941}, support=0.0013, confidence=0.9124
{436, 941} => {683}, support=0.0013, confidence=0.9124
{683, 941} => {436}, support=0.0013, confidence=0.8929
{18, 743} => {840}, support=0.0015, confidence=0.8848
{18, 840} => {743}, support=0.0015, confidence=0.8795
{743, 840} => {18}, support=0.0015, confidence=0.9012
{39, 94} => {806}, support=0.0012, confidence=0.7160
{39, 806} => {94}, support=0.0012, confidence=0.8467
{39, 94} => {830}, support=0.0012, confidence=0.7531
{648} => {28, 441}, support=0.0035, confidence=0.6407
{28, 441} => {648}, support=0.0035, confidence=0.9265
{28, 648} => {441}, support=0.0035, confidence=0.9515
{441, 648} => {28}, support=0.0035, confidence=0.9541
{29, 401} => {985}, support=0.0011, confidence=0.9426
{29, 985} => {401}, support=0.0011, confidence=0.8042
{401, 985} => {29}, support=0.0011, confidence=0.9200
{227, 723} => {810}, support=0.0017, confidence=0.9058
{227, 810} => {723}, support=0.0017, confidence=0.9558
{723, 810} => {227}, support=0.0017, confidence=0.6838
{230, 632} => {759}, support=0.0037, confidence=0.9044
{230, 759} => {632}, support=0.0037, confidence=0.7151
{632, 759} => {230}, support=0.0037, confidence=0.8870
{230, 635} => {688}, support=0.0013, confidence=0.7701
{230, 688} => {635}, support=0.0013, confidence=0.8645
{635, 688} => {230}, support=0.0013, confidence=0.7166
{237, 424} => {517}, support=0.0027, confidence=0.8500
{237, 517} => {424}, support=0.0027, confidence=0.8860
{424, 517} => {237}, support=0.0027, confidence=0.9067
{33, 299} => {461}, support=0.0014, confidence=0.8718
{299, 461} => {33}, support=0.0014, confidence=0.8553
{28, 441} => {884}, support=0.0035, confidence=0.9134
{28, 884} => {441}, support=0.0035, confidence=0.7389
{441, 884} => {28}, support=0.0035, confidence=0.8112
{28, 441} => {894}, support=0.0034, confidence=0.8950
{28, 894} => {441}, support=0.0034, confidence=0.8857
{441, 894} => {28}, support=0.0034, confidence=0.9093
{33, 286} => {948}, support=0.0061, confidence=0.8865
{33, 948} => {286}, support=0.0061, confidence=0.8458
{286, 948} => {33}, support=0.0061, confidence=0.8996
{430, 884} => {911}, support=0.0015, confidence=0.7368
{430, 911} => {884}, support=0.0015, confidence=0.8603
{884, 911} => {430}, support=0.0015, confidence=0.7130
{439, 609} => {791}, support=0.0028, confidence=0.8589
{439, 791} => {609}, support=0.0028, confidence=0.8946
{609, 791} => {439}, support=0.0028, confidence=0.9492
{29, 420} => {666}, support=0.0012, confidence=0.6901
{29, 666} => {420}, support=0.0012, confidence=0.9147
{28, 441} => {983}, support=0.0034, confidence=0.8976
{28, 983} => {441}, support=0.0034, confidence=0.9293
{441, 983} => {28}, support=0.0034, confidence=0.9243
{33, 299} => {609}, support=0.0013, confidence=0.8590
{33, 609} => {299}, support=0.0013, confidence=0.8375
{299, 609} => {33}, support=0.0013, confidence=0.9116
{847, 863} => {907}, support=0.0018, confidence=0.8364
{847, 907} => {863}, support=0.0018, confidence=0.8647
{237, 424} => {745}, support=0.0028, confidence=0.8781
{237, 745} => {424}, support=0.0028, confidence=0.8489
{424, 745} => {237}, support=0.0028, confidence=0.8864
{33, 299} => {677}, support=0.0014, confidence=0.8910
{299, 677} => {33}, support=0.0014, confidence=0.8742
{29, 420} => {794}, support=0.0012, confidence=0.7018
{29, 794} => {420}, support=0.0012, confidence=0.8633
{13, 913} => {924}, support=0.0010, confidence=0.7907
{13, 924} => {913}, support=0.0010, confidence=0.7083
{913, 924} => {13}, support=0.0010, confidence=0.8793
{439, 609} => {967}, support=0.0029, confidence=0.8773
{609, 967} => {439}, support=0.0029, confidence=0.9137
{34, 275} => {574}, support=0.0011, confidence=0.7619
{34, 574} => {275}, support=0.0011, confidence=0.8682
{275, 574} => {34}, support=0.0011, confidence=0.8175
{34, 284} => {347}, support=0.0080, confidence=0.9491
{34, 347} => {284}, support=0.0080, confidence=0.9502
{284, 347} => {34}, support=0.0080, confidence=0.8813
{846, 901} => {922}, support=0.0022, confidence=0.7517
{846, 922} => {901}, support=0.0022, confidence=0.9132
{901, 922} => {846}, support=0.0022, confidence=0.8984
{235, 495} => {683}, support=0.0019, confidence=0.7561
{235, 683} => {495}, support=0.0019, confidence=0.7915
{29, 420} => {985}, support=0.0012, confidence=0.6901
{29, 985} => {420}, support=0.0012, confidence=0.8252
{846, 901} => {939}, support=0.0027, confidence=0.9320
{846, 939} => {901}, support=0.0027, confidence=0.9352
{901, 939} => {846}, support=0.0027, confidence=0.9547
{33, 299} => {898}, support=0.0014, confidence=0.8718
{33, 898} => {299}, support=0.0014, confidence=0.6766
{299, 898} => {33}, support=0.0014, confidence=0.9189
{807} => {641, 887}, support=0.0020, confidence=0.6526
{641, 807} => {887}, support=0.0020, confidence=0.9571
{641, 887} => {807}, support=0.0020, confidence=0.9095
{807, 887} => {641}, support=0.0020, confidence=0.9901
{807} => {641, 891}, support=0.0021, confidence=0.6688
{641, 807} => {891}, support=0.0021, confidence=0.9810
{641, 891} => {807}, support=0.0021, confidence=0.9406
{807, 891} => {641}, support=0.0021, confidence=0.9904
{23, 617} => {707}, support=0.0020, confidence=0.9355
{23, 707} => {617}, support=0.0020, confidence=0.9227
{617, 707} => {23}, support=0.0020, confidence=0.9022
{764, 957} => {18}, support=0.0010, confidence=0.6220
{34, 275} => {741}, support=0.0012, confidence=0.8095
{34, 741} => {275}, support=0.0012, confidence=0.8500
{275, 741} => {34}, support=0.0012, confidence=0.8264
{516} => {34, 284}, support=0.0079, confidence=0.6741
{34, 284} => {516}, support=0.0079, confidence=0.9302
{34, 516} => {284}, support=0.0079, confidence=0.9539
{284, 516} => {34}, support=0.0079, confidence=0.9413
{34, 275} => {884}, support=0.0012, confidence=0.7959
{36, 216} => {813}, support=0.0014, confidence=0.9329
{36, 813} => {216}, support=0.0014, confidence=0.8528
{216, 813} => {36}, support=0.0014, confidence=0.9205
{230, 658} => {779}, support=0.0029, confidence=0.9316
{230, 779} => {658}, support=0.0029, confidence=0.8537
{658, 779} => {230}, support=0.0029, confidence=0.9286
{32, 355} => {473}, support=0.0017, confidence=0.7325
{40, 115} => {231}, support=0.0014, confidence=0.8193
{40, 231} => {115}, support=0.0014, confidence=0.9379
{115, 231} => {40}, support=0.0014, confidence=0.9577
{241, 329} => {449}, support=0.0023, confidence=0.9268
{241, 449} => {329}, support=0.0023, confidence=0.9048
{329, 449} => {241}, support=0.0023, confidence=0.9120
{33, 326} => {471}, support=0.0013, confidence=0.7571
{326, 471} => {33}, support=0.0013, confidence=0.8171
{230, 658} => {904}, support=0.0028, confidence=0.9088
{230, 904} => {658}, support=0.0028, confidence=0.9238
{658, 904} => {230}, support=0.0028, confidence=0.9362
{241, 329} => {539}, support=0.0024, confidence=0.9634
{241, 539} => {329}, support=0.0024, confidence=0.7548
{329, 539} => {241}, support=0.0024, confidence=0.8910
{33, 326} => {527}, support=0.0013, confidence=0.7401
{326, 527} => {33}, support=0.0013, confidence=0.8187
{444, 488} => {542}, support=0.0011, confidence=0.8852
{444, 542} => {488}, support=0.0011, confidence=0.8438
{639, 675} => {439}, support=0.0012, confidence=0.7785
{180} => {38, 266}, support=0.0021, confidence=0.8861
{38, 180} => {266}, support=0.0021, confidence=0.9292
{38, 266} => {180}, support=0.0021, confidence=0.9130
{180, 266} => {38}, support=0.0021, confidence=0.9502
{441, 569} => {954}, support=0.0010, confidence=0.8512
{441, 954} => {569}, support=0.0010, confidence=0.8879
{569, 954} => {441}, support=0.0010, confidence=0.9364
{225, 815} => {967}, support=0.0016, confidence=0.8927
{225, 967} => {815}, support=0.0016, confidence=0.8187
{815, 967} => {225}, support=0.0016, confidence=0.7488
{180} => {38, 378}, support=0.0022, confidence=0.9198
{38, 180} => {378}, support=0.0022, confidence=0.9646
{38, 378} => {180}, support=0.0022, confidence=0.9160
{180, 378} => {38}, support=0.0022, confidence=0.9520
{180} => {38, 412}, support=0.0022, confidence=0.9241
{38, 180} => {412}, support=0.0022, confidence=0.9690
{38, 412} => {180}, support=0.0022, confidence=0.9125
{180, 412} => {38}, support=0.0022, confidence=0.9522
{180} => {38, 416}, support=0.0021, confidence=0.9030
{38, 180} => {416}, support=0.0021, confidence=0.9469
{38, 416} => {180}, support=0.0021, confidence=0.9345
{180, 416} => {38}, support=0.0021, confidence=0.9596
{36, 243} => {393}, support=0.0017, confidence=0.8442
{36, 393} => {243}, support=0.0017, confidence=0.8195
{846, 922} => {939}, support=0.0022, confidence=0.9091
{846, 939} => {922}, support=0.0022, confidence=0.7509
{922, 939} => {846}, support=0.0022, confidence=0.9483
{28, 481} => {753}, support=0.0044, confidence=0.9057
{28, 753} => {481}, support=0.0044, confidence=0.8966
{481, 753} => {28}, support=0.0044, confidence=0.8947
{639, 889} => {936}, support=0.0050, confidence=0.9357
{639, 936} => {889}, support=0.0050, confidence=0.9649
{889, 936} => {639}, support=0.0050, confidence=0.9252
{243, 280} => {393}, support=0.0032, confidence=0.8692
{243, 393} => {280}, support=0.0032, confidence=0.6088
{280, 393} => {243}, support=0.0032, confidence=0.8575
{36, 243} => {469}, support=0.0017, confidence=0.8543
{36, 469} => {243}, support=0.0017, confidence=0.9444
{243, 469} => {36}, support=0.0017, confidence=0.9043
{241, 329} => {835}, support=0.0024, confidence=0.9675
{241, 835} => {329}, support=0.0024, confidence=0.9370
{329, 835} => {241}, support=0.0024, confidence=0.9189
{439, 639} => {954}, support=0.0023, confidence=0.7831
{439, 954} => {639}, support=0.0023, confidence=0.6696
{639, 954} => {439}, support=0.0023, confidence=0.9585
{642, 798} => {957}, support=0.0018, confidence=0.7937
{642, 957} => {798}, support=0.0018, confidence=0.7564
{798, 957} => {642}, support=0.0018, confidence=0.6887
{243, 280} => {490}, support=0.0032, confidence=0.8747
{243, 490} => {280}, support=0.0032, confidence=0.6103
{221, 948} => {968}, support=0.0017, confidence=0.8936
{221, 968} => {948}, support=0.0017, confidence=0.9231
{948, 968} => {221}, support=0.0017, confidence=0.8276
{40, 133} => {182}, support=0.0029, confidence=0.7380
{40, 182} => {133}, support=0.0029, confidence=0.8517
{133, 182} => {40}, support=0.0029, confidence=0.8933
{221, 948} => {982}, support=0.0017, confidence=0.8989
{221, 982} => {948}, support=0.0017, confidence=0.8989
{948, 982} => {221}, support=0.0017, confidence=0.8164
{227, 767} => {827}, support=0.0012, confidence=0.7806
{227, 827} => {767}, support=0.0012, confidence=0.9453
{433, 831} => {891}, support=0.0023, confidence=0.9582
{433, 891} => {831}, support=0.0023, confidence=0.9124
{831, 891} => {433}, support=0.0023, confidence=0.9542
{28, 495} => {518}, support=0.0036, confidence=0.8504
{28, 518} => {495}, support=0.0036, confidence=0.9421
{495, 518} => {28}, support=0.0036, confidence=0.9063
{227, 767} => {847}, support=0.0012, confidence=0.7806
{227, 847} => {767}, support=0.0012, confidence=0.9308
{767, 847} => {227}, support=0.0012, confidence=0.6685
{227, 767} => {884}, support=0.0012, confidence=0.7871
{227, 884} => {767}, support=0.0012, confidence=0.8777
{40, 115} => {845}, support=0.0013, confidence=0.8012
{115, 845} => {40}, support=0.0013, confidence=0.9110
{648} => {28, 495}, support=0.0036, confidence=0.6461
{28, 495} => {648}, support=0.0036, confidence=0.8456
{28, 648} => {495}, support=0.0036, confidence=0.9596
{495, 648} => {28}, support=0.0036, confidence=0.8496
{36, 243} => {802}, support=0.0017, confidence=0.8342
{36, 802} => {243}, support=0.0017, confidence=0.9222
{243, 802} => {36}, support=0.0017, confidence=0.9432
{40, 115} => {929}, support=0.0014, confidence=0.8253
{40, 929} => {115}, support=0.0014, confidence=0.7697
{115, 929} => {40}, support=0.0014, confidence=0.9195
{765} => {243, 280}, support=0.0032, confidence=0.7435
{243, 280} => {765}, support=0.0032, confidence=0.8610
{243, 765} => {280}, support=0.0032, confidence=0.9405
{280, 765} => {243}, support=0.0032, confidence=0.9377
{36, 243} => {863}, support=0.0017, confidence=0.8392
{36, 863} => {243}, support=0.0017, confidence=0.7422
{243, 863} => {36}, support=0.0017, confidence=0.7489
{32, 382} => {418}, support=0.0014, confidence=0.7977
{32, 418} => {382}, support=0.0014, confidence=0.9020
{382, 418} => {32}, support=0.0014, confidence=0.8903
{646, 695} => {764}, support=0.0024, confidence=0.9341
{646, 764} => {695}, support=0.0024, confidence=0.8427
{695, 764} => {646}, support=0.0024, confidence=0.8339
{563} => {40, 133}, support=0.0029, confidence=0.6299
{40, 133} => {563}, support=0.0029, confidence=0.7330
{40, 563} => {133}, support=0.0029, confidence=0.9387
{133, 563} => {40}, support=0.0029, confidence=0.9417
{28, 495} => {884}, support=0.0036, confidence=0.8456
{28, 884} => {495}, support=0.0036, confidence=0.7558
{28, 495} => {894}, support=0.0035, confidence=0.8266
{28, 894} => {495}, support=0.0035, confidence=0.9039
{495, 894} => {28}, support=0.0035, confidence=0.6084
{40, 133} => {634}, support=0.0029, confidence=0.7431
{40, 634} => {133}, support=0.0029, confidence=0.9190
{133, 634} => {40}, support=0.0029, confidence=0.9190
{33, 351} => {607}, support=0.0029, confidence=0.7328
{33, 607} => {351}, support=0.0029, confidence=0.7310
{351, 607} => {33}, support=0.0029, confidence=0.8372
{715} => {230, 693}, support=0.0027, confidence=0.7896
